"IDIngredienteReceta";"IDReceta";"IDIngrediente";"Cantidad";"IDUnidad";"Observación"
3451;419;16;4,00;7;"Medianas, firmes, lavadas y secas"
3452;419;28;0,50;7;
3454;419;413;0,50;6;"U otro vino dulce. Vino blanco"
3455;419;79;4,00;2;"Azúcar rubio"
3456;419;43;4,00;1;
3457;420;7;300,00;3;
3458;420;55;40,00;3;
3459;420;12;100,00;9;"Tibia"
3460;420;178;1,00;6;"En puré. Zanahoria en puré"
3461;420;4;2,00;2;
3462;421;353;1,50;4;"Picada fino."
3463;421;99;2,00;7;"Picada fino."
3464;421;162;150,00;3;
3465;421;10;3,00;7;"Picados"
3466;421;57;4,00;2;
3467;421;67;0,50;1;
3468;421;170;0,30;1;
3469;421;1;1,00;11;"Con moderación"
3470;422;21;2,00;15;
3471;422;18;170,00;3;
3472;422;11;2,00;2;
3473;422;164;2,00;2;
3474;422;191;4,00;2;"Picadas"
3475;422;11;1,00;8;"Para untar"
3476;423;203;1,00;4;
3477;423;201;150,00;3;
3478;423;134;1,00;7;"Finas hierbas"
3479;423;94;1,00;31;"Seco. Jerez"
3480;423;186;1,00;16;"Triturados"
3481;423;230;1,00;6;"Caliente"
3482;423;4;3,00;2;"De maíz"
3483;423;11;3,00;2;"Margarina"
3484;423;109;1,00;11;
3485;423;1;1,00;11;
3486;424;35;100,00;3;"Queso crema"
3487;424;77;100,00;3;"O de vainilla. Queso crema"
3488;424;196;2,00;2;
3489;425;293;350,00;3;
3490;425;4;0,50;15;
3491;425;2;1,00;2;"En granos"
3492;425;62;1,00;2;"Seco"
3493;425;268;1,00;2;"Seco o fresco"
3494;425;24;1,00;2;
3495;426;395;1,25;4;"Bien fresco. En filetes"
3496;426;1;1,00;11;
3497;426;109;1,00;11;
3498;426;251;200,00;9;"Exprimida"
3499;426;4;200,00;9;
3500;426;262;0,50;6;"Picado"
3501;426;25;2,00;10;"Picado"
3502;426;163;0,50;7;"En cubitos"
3503;426;152;0,50;7;"En cubitos"
3504;426;220;1,00;7;"Opcional"
3505;426;99;1,00;7;"En rodajas finas, separadas"
3506;426;110;3,00;7;"Medianas. Cocidas con cáscara"
3507;427;143;24,00;20;"Tiernas"
3508;427;30;24,00;20;
3509;427;191;0,25;6;"Peladas, troceadas. Pan Lactal Blanco: 6 ataditos"
3510;427;4;2,00;2;
3511;427;248;1,00;2;
3512;427;1;1,00;11;
3513;427;109;1,00;11;
3514;427;25;2,00;10;"El jugo o finamente picados"
3515;427;148;100,00;3;"En tiras con el pelapapas"
3516;428;395;0,50;4;"En filetes"
3517;428;251;8,00;7;"Exprimidas"
3518;428;99;0,50;7;"Picada"
3519;428;262;0,25;6;"Picado fino"
3520;428;4;3,00;2;
3521;428;201;0,50;6;"Picadas fino"
3522;428;123;10,00;7;"Picadas"
3523;428;62;1,00;1;"Seco"
3524;428;1;1,00;11;
3525;428;412;5,00;7;
3526;428;141;1,00;7;"Para acompañar"
3528;429;414;6,00;20;
3529;429;32;6,00;20;
3530;429;121;1,00;6;
3531;429;415;4,00;20;
3532;429;77;1,00;12;
3533;429;21;0,50;12;
3534;429;29;1,00;2;"Rallado"
3535;429;62;1,00;1;"Seco"
3536;429;213;0,50;2;
3537;429;1;1,00;11;
3538;429;109;1,00;11;
3539;430;110;4,00;7;"Con cáscara"
3540;430;158;250,00;3;"Gruyere"
3541;430;4;3,00;2;
3542;430;108;1,00;2;"Dulce"
3543;431;314;0,30;23;
3544;431;326;0,30;23;"Seco"
3546;431;416;0,20;23;
3547;431;281;3,00;30;
3548;432;363;0,50;4;
3549;432;10;2,00;7;
3550;432;18;4,00;2;
3551;432;43;0,50;1;
3552;433;112;1,00;7;"En 8 presas"
3553;433;48;1,00;2;"Pelado y rallado"
3554;433;42;2,00;2;"Seco"
3555;433;117;2,00;2;
3556;433;169;4,00;7;"La parte verde, cortada en rueditas. Cebollín"
3557;433;15;0,30;6;
3558;433;212;0,50;6;"De girasol"
3559;433;79;2,00;1;
3560;434;21;750,00;3;
3561;434;18;250,00;3;
3562;434;80;1,00;25;
3563;434;139;1,00;5;
3565;435;417;500,00;3;"Son fideos cortos, huecos, de forma recta y que se expenden frescos o secos. Macarrones rigeti"
3566;435;362;150,00;3;
3567;435;35;150,00;3;
3568;435;1;1,00;11;
3569;435;2;1,00;11;
3570;436;21;0,50;15;
3571;436;44;7,00;2;
3572;436;56;1,00;1;
3573;436;363;6,00;2;
3574;436;43;1,00;11;"Para espolvorear"
3575;437;168;500,00;3;
3576;437;138;4,00;18;"O miga"
3577;437;21;1,00;31;
3578;437;10;1,00;7;
3579;437;7;100,00;3;
3580;437;25;1,00;10;"Picado"
3581;437;107;1,00;11;"Picado"
3582;437;3;1,00;8;"Para freir"
3583;438;110;1,50;4;"Hervidas, en cubitos, calientes"
3584;438;99;1,00;7;"Grande, picada fino"
3585;438;107;1,00;2;"Picado fino"
3586;438;4;2,00;2;
3587;438;7;1,00;2;
3588;438;18;0,30;6;
3589;438;45;0,30;6;
3590;438;1;1,00;11;
3591;438;109;1,00;11;
3592;440;202;1,25;4;
3593;440;352;2,00;2;"Para la salsa"
3594;440;215;1,00;2;"Para la salsa"
3595;440;150;1,00;2;"Para la salsa"
3596;440;349;130,00;3;"Para la salsa"
3597;440;1;0,30;1;"Para la salsa"
3598;440;109;0,32;1;"Para la salsa"
3599;440;70;1,00;7;"Pelada, en rodajas. Para decorar"
3600;441;202;1,50;4;"En un trozo"
3601;441;1;400,00;3;
3602;442;12;2,00;6;
3603;442;44;1,00;6;
3604;442;18;1,00;1;
3605;442;43;1,00;25;"Opcional"
3606;442;11;1,00;2;
3607;442;261;0,50;1;
3608;442;171;100,00;3;"De Corinto"
3609;442;1;1,00;11;
3610;443;110;4,00;7;"Peladas"
3611;443;154;4,00;6;
3612;443;11;60,00;3;"Aceite"
3613;443;169;0,50;6;
3614;443;21;0,30;6;"Caliente"
3615;443;109;1,00;11;
3616;443;107;3,00;2;"Picado, para decorar"
3617;444;41;4,00;7;"Bien escurridos"
3618;444;323;2,00;6;"Bien fría"
3619;444;302;0,50;6;"Picada"
3620;444;287;0,50;6;"Derretido"
3621;444;130;1,00;6;"En puré con 2 cuch. De oporto"
3622;445;35;0,50;15;"Espesa"
3623;445;18;100,00;3;
3625;445;74;7,00;3;
3628;445;418;120,00;9;
3629;445;78;6,00;25;"Para decorar"
3630;445;418;6,00;1;"Para decorar. Opcional"
3631;446;163;500,00;3;"Lavados, escurridos."
3632;446;28;2,00;7;"Exprimidos"
3633;446;25;4,00;10;"Pelados, machacados"
3634;446;4;600,00;9;
3635;446;166;2,00;20;
3636;446;2;10,00;29;"Opcional"
3637;447;222;400,00;3;
3638;447;99;700,00;3;"Cortada en rodajas finas"
3639;447;4;1,00;8;
3640;447;107;4,00;2;"Picado fino"
3641;447;2;1,00;11;
3642;447;1;1,00;11;
3643;448;7;4,00;6;
3644;448;12;1,00;6;
3645;448;55;30,00;3;
3646;448;18;1,00;1;
3647;448;37;3,00;2;"Ablandada a temp. Ambiente"
3648;448;1;1,00;1;
3649;448;109;1,00;5;
3650;448;293;150,00;3;
3651;448;13;1,00;7;"Optativa"
3652;449;360;400,00;3;
3653;449;11;100,00;3;
3654;449;330;10,00;20;"Fresca. Romero"
3655;449;162;1,50;6;
3656;450;360;1,00;6;
3657;450;12;5,00;6;
3658;450;3;1,00;2;
3659;450;1;1,00;1;
3660;450;99;1,00;7;"Mediana"
3661;450;160;3,00;2;
3662;450;61;2,00;16;
3663;450;163;1,00;7;"Asado"
3664;450;63;250,00;3;
3665;450;62;1,00;1;
3666;451;360;400,00;3;"Cocida, espesa y caliente"
3667;451;148;70,00;3;"En cubos de 3cm"
3668;451;148;50,00;3;"Rallado"
3669;451;11;100,00;3;
3670;451;10;2,00;7;"Batidos"
3671;451;7;1,00;8;"Para rebozar"
3672;451;3;1,00;8;"Para freir"
3673;451;1;1,00;11;
3674;451;109;1,00;11;
3675;452;360;200,00;3;
3676;452;21;1,00;15;"Caldo de verduras"
3677;452;11;150,00;3;"Margarina"
3678;452;147;80,00;3;"Picado, opcional. Cocido"
3679;452;14;3,00;7;
3680;452;162;150,00;3;
3681;452;1;1,00;11;
3682;452;109;1,00;11;
3683;452;67;1,00;11;
3684;453;360;300,00;3;"Cocida"
3685;453;211;700,00;3;"En un trozo. Vacuna"
3686;453;154;1,00;7;"Mediano"
3687;453;99;1,00;7;"Troceada"
3688;453;153;1,00;7;"En rodajas"
3689;453;151;1,00;25;"Troceado"
3690;453;11;150,00;3;"Margarina"
3691;453;162;150,00;3;
3692;453;1;1,00;11;
3693;453;3;1,00;8;"Para untar"
3694;454;314;0,30;7;
3695;454;326;0,30;7;"Seco"
3697;454;418;0,30;7;"Crema"
3698;454;281;6,00;30;
3700;455;419;1,00;4;"Vivas, en agua fría"
3701;455;212;3,00;2;"Girasol"
3702;455;234;3,00;7;"En rodajas finas"
3703;455;25;3,00;10;"Picado fino"
3704;455;220;2,00;7;"Verdes"
3705;455;26;1,00;1;"Opcional"
3707;455;420;1,00;1;
3708;455;84;8,00;20;
3709;455;220;2,00;7;"Rojos. Picado, para decorar"
3710;456;304;1,00;7;"Cantalupo"
3711;456;315;1,00;4;
3712;456;18;150,00;3;
3713;457;44;3,00;6;"Al estilo chino (ver recea)"
3714;457;184;1,00;6;"Frescas o congeladas"
3715;457;116;100,00;3;"Una tajada cortada en cubitos"
3716;457;10;2,00;7;
3717;457;117;2,00;2;
3718;457;119;1,00;5;"Opcoinal"
3719;457;109;1,00;11;
3720;457;1;1,00;11;
3721;457;118;3,50;2;
3722;457;115;2,00;7;
3723;458;1;1,00;5;
3724;458;28;1,00;2;
3725;458;3;5,00;2;
3726;458;14;2,00;7;
3727;458;25;4,00;10;
3728;459;10;10,00;7;
3729;459;342;2,00;7;"grandes"
3730;459;128;2,00;2;
3731;459;18;50,00;3;
3732;459;91;50,00;3;
3733;459;11;75,00;3;
3734;459;1;1,00;5;
3735;459;28;0,50;7;"Exprimido"
3736;459;130;4,00;7;"Opcional para decorar"
3737;460;10;6,00;7;
3738;460;265;25,00;3;
3739;460;148;125,00;3;"Rallado"
3740;460;1;1,00;11;
3741;460;109;1,00;11;
3742;460;61;1,00;7;"Para decorar"
3743;461;7;500,00;3;"tamizada"
3744;461;28;1,00;7;"La cáscara"
3745;461;18;200,00;3;
3746;461;43;1,00;25;
3747;461;57;2,00;15;
3748;461;12;1,00;15;
3749;461;1;0,50;1;
3750;461;18;1,00;8;"Para espolvorear"
3751;462;107;1,00;6;"Las hojas"
3752;462;89;1,00;6;"Remojado en agua"
3753;462;14;2,00;7;"Cocidas"
3754;462;4;2,00;2;
3755;462;45;1,00;2;
3756;462;109;1,00;11;
3757;463;33;0,50;2;"Opcional.- Picado"
3758;463;107;0,50;2;"Picado"
3759;463;330;0,50;2;"Picada"
3760;463;84;0,50;2;"Picada"
3761;463;204;0,50;2;"Picado"
3762;463;121;2,50;2;
3763;463;14;5,00;7;"Duras"
3764;463;336;1,00;6;"Limón exprimido"
3765;463;18;1,00;1;
3766;463;109;0,50;1;
3767;463;1;1,00;11;
3769;464;421;250,00;3;
3770;464;148;50,00;3;"Rallado. Ementhal"
3771;464;10;2,00;7;
3772;464;1;1,00;5;
3773;464;109;1,00;11;"Opcional"
3774;464;57;1,00;8;"Para untar la sartén"
3775;465;97;2,00;7;
3776;465;115;2,00;7;
3777;465;153;2,00;7;
3778;465;163;1,00;7;
3779;465;11;50,00;3;
3780;465;35;1,00;6;
3781;465;179;1,00;6;
3782;465;180;0,25;1;"Molido"
3783;465;15;2,00;1;
3784;465;170;0,50;1;
3785;465;1;1,00;11;
3786;465;109;1,00;11;
3787;466;342;4,00;7;"A punto"
3788;466;28;2,00;1;"Exprimido"
3789;466;363;4,00;2;"Pastelero. Mermelada de frutillas"
3790;466;421;4,00;2;
3791;466;41;2,00;7;"Mitades"
3793;466;422;1,00;7;
3794;466;423;1,00;5;"Opcional"
3795;467;392;1,00;4;"Peladas"
3796;467;11;2,00;2;
3798;467;424;2,00;2;
3799;467;1;1,00;11;
3800;467;109;1,00;11;
3802;467;18;1,00;8;"Para espolvorear"
3803;467;107;1,00;8;"Para espolvorear"
3804;468;153;750,00;3;
3805;468;11;2,00;2;
3806;468;79;1,00;2;
3807;468;231;1,00;6;
3808;469;211;500,00;3;
3809;469;344;220,00;3;"En conserva. Reservar 4 cuch. Del jarabe"
3810;469;117;1,00;2;
3811;469;45;1,00;2;
3812;469;215;1,00;2;
3813;469;230;0,50;6;
3814;469;99;1,00;7;
3815;469;163;1,00;7;
3816;469;151;2,00;25;"Sólo el tallo"
3817;469;169;2,00;7;
3818;469;212;2,00;2;"Maíz"
3819;469;109;1,00;11;
3820;469;1;1,00;11;
3821;469;153;1,00;7;
3822;470;110;1,00;4;"Medianas, parejas"
3823;471;10;8,00;7;"Duros, en 4 trozos"
3824;471;99;1,00;7;"Grande, en trozos"
3825;471;11;3,00;2;"A temp. Ambienet"
3826;471;1;1,00;11;
3827;471;109;1,00;11;
3828;471;262;3,00;25;"Fresco. Opcional"
3829;472;99;2,00;7;"Medianas, en rodajas finas"
3830;472;78;30,00;20;
3831;472;179;1,00;6;
3832;472;184;3,00;6;
3833;472;147;100,00;3;
3834;472;11;6,00;2;
3835;472;222;500,00;3;
3836;472;109;1,00;11;
3838;473;425;6,00;7;"Peladas"
3839;473;28;0,50;7;
3840;473;18;50,00;3;
3841;473;128;4,00;2;"Ron"
3842;473;190;50,00;3;"Picado o rallado"
3843;474;11;6,00;2;
3844;474;70;2,00;2;"Exprimida, amarga. Limón"
3845;474;99;0,50;7;"En tajadas bien finas"
3846;474;1;0,50;1;
3847;475;70;8,00;7;"Medianas, jugosas"
3848;475;36;6,00;2;"Miel"
3849;475;422;3,00;7;
3850;476;28;5,00;7;"La cáscara"
3851;476;6;0,50;15;
3852;476;12;0,50;15;
3853;476;18;0,50;4;
3854;477;7;250,00;3;
3855;477;55;15,00;3;
3856;477;21;125,00;9;"Tibia"
3857;477;18;40,00;3;
3858;477;11;150,00;3;"Margarina"
3859;477;10;1,00;7;
3860;477;1;1,00;5;
3861;477;7;1,00;8;"Para espolvorear"
3862;477;11;1,00;8;"Para untar la placa"
3863;477;14;1,00;7;"Para pintar. (Opcional)"
3864;478;222;400,00;3;"Frescos"
3865;478;11;125,00;3;
3866;478;29;5,00;2;
3867;478;21;60,00;9;
3868;478;67;0,30;1;"Molida"
3869;478;2;0,25;1;
3870;478;1;1,00;11;
3871;479;99;2,00;7;"Medianas"
3872;479;35;125,00;3;"Espesa"
3873;479;28;0,50;2;"Exprimido"
3874;479;108;1,00;2;"Dulce"
3875;479;1;1,00;11;
3876;479;109;1,00;11;
3877;480;209;6,00;7;
3878;480;4;2,00;2;
3879;480;25;1,00;10;"Picado"
3880;480;133;200,00;3;"Frescos, en fetas"
3881;480;1;1,00;11;
3882;480;2;1,00;11;
3883;480;152;2,00;7;"En tiras finas"
3884;480;219;250,00;3;
3885;480;94;3,00;2;"Seco"
3886;481;7;500,00;3;
3887;481;11;60,00;3;"A temp. Ambiente"
3888;481;18;1,00;2;
3889;481;10;4,00;7;
3890;481;22;1,00;7;
3891;481;7;1,00;8;"Para espolvorear"
3892;481;3;1,00;6;
3893;481;38;250,00;3;"Para baño"
3894;481;71;3,00;7;"Para baño"
3895;481;302;100,00;3;
3896;482;168;500,00;3;
3897;482;99;1,00;7;"Picada fino"
3898;482;113;100,00;3;
3899;482;10;1,00;7;"Batido"
3900;482;21;100,00;9;
3901;482;215;4,00;2;
3902;482;108;1,00;1;
3903;482;1;1,00;11;
3904;482;109;1,00;11;
3905;483;322;1,00;6;"Molidas"
3906;483;10;5,00;7;
3907;483;11;4,00;2;"Derretida, fría. Margarina"
3908;483;21;2,00;6;
3909;483;18;10,00;2;
3910;483;11;1,00;8;"Para untar el molde"
3911;484;16;1,00;7;
3912;484;153;2,00;7;
3913;484;309;2,00;7;"Peladas"
3914;484;151;5,00;25;
3915;484;98;6,00;7;
3916;484;32;1,00;19;"Pequeña"
3917;484;141;1,00;7;"Madura, firme"
3918;484;28;1,00;7;"Exprimido"
3919;484;99;1,00;7;"Para aderezo"
3920;484;3;2,00;2;"Para aderezo"
3921;484;28;3,00;2;"Para aderezo. Exprimido"
3922;484;1;1,00;5;"Para aderezo"
3923;484;48;1,00;5;"Para aderezo. Molido"
3924;485;54;500,00;3;"Sin sal"
3925;485;14;2,00;7;
3926;485;18;3,00;2;
3927;485;69;0,50;2;"Tamizado"
3928;485;35;2,00;2;
3929;485;16;4,00;7;"Rojas"
3930;485;400;4,00;2;
3931;485;28;0,50;7;"Exprimido"
3932;485;102;4,00;7;"Para decorar. Opcional. Nueces"
3933;485;20;1,00;2;"Cognac"
3934;486;130;500,00;3;
3935;486;344;400,00;3;"En almíbar, rodajas"
3936;486;68;500,00;3;
3938;486;426;2,00;2;
3939;486;344;0,50;6;"El almíbar"
3940;486;78;4,00;25;
3948;488;163;4,00;7;
3949;488;61;4,00;7;"Medianos, redondos"
3950;488;214;250,00;3;"En aceite"
3951;488;10;2,00;7;"Duros, en rodajas"
3952;488;25;2,00;10;"Bien machacados"
3953;488;4;3,00;2;
3954;488;262;0,50;2;
3955;488;28;0,50;7;"Exprimido"
3956;488;144;12,00;7;
3957;488;123;1,00;2;
3958;488;1;1,00;11;
3959;488;2;1,00;11;
3961;489;427;300,00;3;
3963;489;246;200,00;3;"Sin hueso"
3964;489;180;0,50;1;"Molido o en hebras"
3965;489;99;1,00;7;"Mediana, picada fina"
3966;489;25;2,00;10;"Machacado"
3967;489;4;3,00;2;
3968;489;17;1,00;2;"Tostadas"
3969;489;109;1,00;11;
3970;489;1;1,00;11;
3971;490;220;300,00;3;"Verdes"
3972;490;262;8,00;2;"Fresco. Perejil. Picado"
3973;490;107;8,00;2;"Picado"
3974;490;25;1,50;2;"Picado"
3975;490;1;1,00;1;
3976;490;109;1,00;1;
3977;490;404;1,00;5;"Molido"
3978;490;170;1,00;1;
3979;491;44;1,00;31;
3981;491;429;2,00;2;
3982;491;12;2,00;31;"Hirviendo"
3983;491;4;2,00;2;
3984;491;1;1,00;11;
3985;492;25;2,00;10;"Machacado"
3986;492;99;2,00;1;"En polvo. Fresca, picada fina"
3987;492;48;1,00;1;"Picado"
3988;492;2;1,00;1;
3989;492;262;1,00;2;"Picado"
3990;492;254;0,50;6;
3992;492;430;2,00;4;
3993;492;4;1,00;2;
3994;492;431;6,00;7;"Calentado"
3995;492;61;2,00;7;"En rodajas finas"
3996;492;432;2,00;6;"Opcional"
3997;492;433;1,00;6;"Para untar"
3998;493;294;2,00;19;"Los bulbos"
3999;493;157;4,00;27;"En aceite"
4000;493;35;6,00;2;
4001;493;2;1,00;5;
4002;493;4;3,00;2;
4003;493;248;3,00;13;
4005;494;434;1,00;6;"Remojados y cocidos, en conserva"
4006;494;12;0,50;6;
4007;494;28;0,25;6;"Exprimido"
4008;494;4;0,25;6;
4009;494;25;2,00;10;
4010;494;1;0,50;1;
4011;494;12;2,00;2;"Adicional"
4012;495;4;1,50;2;
4013;495;99;1,00;7;"Mediana, picada"
4014;495;353;6,00;20;
4015;495;282;0,50;6;"Rallado"
4016;495;225;140,00;3;"Picado. Cuartirolo"
4017;495;10;2,00;7;
4019;495;435;2,00;20;
4020;496;246;1,00;6;"Picadas"
4021;496;319;0,50;6;"Picadas"
4022;496;7;2,00;6;
4023;496;18;0,66;6;
4024;496;37;100,00;3;
4025;496;10;2,00;7;
4026;496;286;1,00;1;
4027;496;1;0,50;1;
4028;496;11;1,00;8;"Para untar la placa"
4029;497;143;225,00;3;"Fresca o congelada"
4030;497;110;450,00;3;"Peladas"
4031;497;4;4,00;2;
4032;497;48;1,00;2;"Fresco, rallado"
4033;497;25;1,00;10;"Picado"
4034;497;99;1,00;7;"Grande, en cuadritos"
4035;497;220;2,00;7;"Verdes, picados"
4036;497;5;1,00;2;
4037;497;170;1,00;1;"En semillas. Molido"
4038;497;1;1,00;11;
4039;497;61;2,00;7;"Para decorar, en cubitos"
4040;498;296;4,00;27;
4041;498;28;0,50;6;"Exprimido"
4042;498;109;0,50;1;
4043;498;1;0,50;1;
4044;498;4;2,00;2;
4045;498;7;3,00;2;
4046;499;61;1,00;16;"Enteros o cubeteados"
4047;499;99;1,00;7;"Mediana"
4048;499;25;3,00;10;
4049;499;45;1,00;2;
4050;499;3;4,00;2;
4051;499;18;0,50;1;
4052;499;109;0,50;1;
4053;499;5;0,50;1;
4054;499;1;0,50;1;
4056;500;436;350,00;3;
4057;500;109;1,00;1;
4058;500;46;1,00;2;
4059;500;127;3,00;2;"De pollo"
4061;500;437;2,00;2;"De manzana"
4062;500;117;2,00;1;
4063;500;1;1,00;1;
4064;500;18;1,00;2;"Opcional"
4065;500;17;4,00;2;
4066;501;109;0,50;1;
4067;501;15;1,00;2;
4068;501;230;1,00;6;
4069;501;191;0,50;6;"Picadas"
4070;501;94;1,00;31;"Seco. Jerez seco."
4071;501;28;0,30;6;"Exprimido"
4072;501;133;200,00;3;
4073;501;11;50,00;3;
4074;501;99;1,00;7;"Picada fino"
4075;501;1;1,00;11;
4076;502;97;0,50;4;"Sin piel, Picado fino"
4077;502;116;0,50;4;"Picado fino"
4078;502;181;250,00;3;"Ahumada, en fetas"
4079;502;133;200,00;3;"Picados fino"
4080;502;10;4,00;7;
4081;502;128;100,00;9;"Whisky"
4082;502;109;1,00;11;
4083;502;1;1,00;11;
4084;503;18;0,75;6;
4085;503;12;0,75;6;
4086;503;287;1,00;35;
4087;503;69;1,00;2;"Sin azúcar"
4088;503;56;0,50;1;
4089;503;43;0,30;1;
4090;503;48;0,30;1;"Seco, molido"
4091;504;133;500,00;3;
4092;504;4;6,00;2;
4093;504;352;2,00;1;
4094;504;1;1,00;11;
4095;504;2;1,00;11;
4096;505;245;3,00;6;"En dados"
4097;505;321;1,00;1;"Garam Masala"
4098;505;79;1,60;6;"Azúcar"
4099;505;48;1,00;1;"Rallado"
4100;505;171;0,50;6;
4101;505;1;1,00;1;
4102;505;336;2,00;6;
4103;505;12;1,60;6;
4112;506;181;250,00;3;"Ahumada"
4114;506;438;400,00;3;"Salado"
4116;506;439;1,00;7;
4117;506;153;4,00;7;
4118;506;25;2,00;10;
4119;506;440;1,00;7;
4120;506;115;4,00;7;
4121;506;151;2,00;25;
4122;506;99;1,00;7;
4123;506;207;1,00;7;
4124;506;230;1,00;30;
4125;506;110;3,00;7;
4126;506;107;0,25;6;"Picado"
4127;507;12;0,25;15;
4128;507;18;100,00;3;
4129;507;28;1,00;7;"La cáscara"
4130;507;345;375,00;3;
4131;507;347;1,00;1;"Opcoinal"
4132;507;35;125,00;3;
4133;507;281;15,00;30;
4134;508;183;500,00;3;
4135;508;220;1,00;7;"Rojo, en rodajitas"
4136;508;32;4,00;20;
4137;508;28;0,50;6;"Exprimido. Para aderezo"
4138;508;18;1,00;1;"Para aderezo"
4139;508;420;1,00;1;"Para aderezo"
4140;508;28;2,00;2;"La cáscara rallada fina. Para aderezo"
4141;508;204;4,00;7;"Picado fino. Para aderezo"
4142;508;78;4,00;20;"Picadas fino. Para aderezo"
4143;509;20;0,50;31;
4144;509;70;0,50;31;"Jugo"
4145;509;28;5,00;13;
4146;510;365;3,00;7;"En rodajas finas, con cáscara"
4147;510;128;1,00;31;
4148;510;18;5,00;2;
4149;510;11;1,00;8;"Para untar la placa"
4151;511;441;1,00;6;
4152;511;12;2,00;6;
4153;511;107;0,75;6;"Picado"
4154;511;78;0,75;6;"Picada"
4155;511;169;4,00;7;"Picadas"
4156;511;61;2,00;7;"Cortado en cubitos"
4157;511;28;2,00;2;"Exprimido"
4158;511;4;1,00;2;
4159;511;109;1,00;1;
4160;511;1;1,00;11;
4161;511;154;6,00;20;
4162;512;254;325,00;9;"Tipo Borgoña"
4163;512;330;2,00;2;"Las hojas frescas, troceadas"
4164;512;18;3,00;2;
4165;512;28;0,50;7;"La cáscara, unos 6 cm."
4166;512;43;1,00;25;"Cortada en trozos"
4167;512;28;1,00;7;"Exprimido"
4168;513;133;250,00;3;
4169;513;230;1,25;15;"De pollo"
4170;513;138;0,75;6;"Sin corteza"
4171;513;28;3,00;2;"Exprimido"
4173;513;442;0,25;6;"Fécula de maíz"
4174;513;11;50,00;3;
4175;513;35;4,00;2;
4176;513;1;1,00;11;
4177;513;109;1,00;11;
4178;514;12;1,00;15;"Caliente"
4179;514;179;2,00;30;
4180;514;362;180,00;3;"En tajadas finas. Queso fundido"
4181;514;107;1,00;2;
4182;514;2;1,00;11;
4183;515;99;0,50;4;
4184;515;11;100,00;3;
4185;515;15;1,00;2;
4186;515;2;1,00;11;
4187;515;94;1,00;12;"Seco"
4188;515;230;2,00;30;
4189;515;148;200,00;3;"Rallado. Parmesano"
4190;515;89;3,00;18;"Duro"
4191;515;57;1,00;2;
4192;516;309;750,00;3;
4193;516;99;1,00;7;"Cortada al medio"
4194;516;230;900,00;9;"De verduras"
4195;516;443;3,00;2;"Limón exprimido"
4196;516;79;3,00;2;
4197;516;1;1,00;11;
4198;516;2;1,00;11;
4199;516;204;0,50;6;"Para decoración."
4200;516;35;0,25;6;"Para decoración."
4201;517;263;6,00;7;"Costillitas de ternera"
4202;517;116;6,00;26;"Algo gruesas"
4203;517;63;6,00;26;"Algo gruesas"
4204;517;7;1,00;6;
4205;517;1;1,00;1;
4206;517;109;1,00;11;
4207;517;10;1,00;7;"Batido con 1 cucharada de agua"
4208;517;113;1,25;6;
4209;517;11;70,00;3;
4210;518;296;4,00;27;"Sin espinas"
4211;518;99;0,50;7;"Mediana, rallada"
4213;518;444;0,50;7;"De arvejas"
4214;518;94;1,00;6;
4215;518;28;2,00;2;
4216;518;11;1,00;2;"Aceite de oliva"
4217;518;1;1,00;11;
4218;518;109;1,00;11;
4219;519;16;400,00;3;"Peladas, en rodajas finas"
4220;519;28;2,00;1;"Exprimido"
4221;519;35;100,00;3;"Batida firme"
4222;519;18;4,00;2;
4223;519;94;4,00;2;
4224;519;43;1,00;25;"Para decoración. En 4 trozos"
4225;519;43;4,00;1;"Para decoración. Molida"
4226;520;138;3,00;18;"Del día anterior"
4227;520;61;8,00;7;"Maduros, pelados, sin semillas y picados"
4228;520;50;1,00;7;"Picado, sin piel ni semillas"
4229;520;99;1,00;7;"Pequeña, picada"
4230;520;152;1,00;7;"Picado"
4231;520;78;0,30;6;"Picada"
4232;520;25;2,00;10;"Picado"
4233;520;4;2,00;2;
4234;520;145;2,00;2;
4235;520;229;2,00;2;
4236;520;12;1,50;6;"Helada"
4237;520;163;1,00;7;"Acompañamiento. En juliana"
4238;520;99;1,00;7;"Acompañamiento. En juliana"
4239;520;50;1,00;7;"Acompañamiento. En juliana"
4240;520;10;2,00;7;"Acompañamiento. Duros, en gajos"
4241;520;100;0,50;6;"Acompañamiento. En rodajas"
4244;521;445;300,00;3;
4245;521;3;2,00;2;
4246;521;18;0,50;6;"Opcional. Sal 1/2 cucharada"
4248;522;395;1,50;4;"Mejor de 3 tipos distintos. Troceado grueso"
4250;522;446;3,00;6;"La carne"
4252;522;447;24,00;7;"3 tipos distintos"
4253;522;115;3,00;7;"La parte blanca, picada fino"
4254;522;61;3,00;7;"Maduro, sin semillas, picados"
4255;522;25;3,00;10;"Picados fino"
4256;522;108;1,00;1;
4257;522;4;3,00;2;
4258;522;11;3,00;2;
4259;522;127;3,00;6;
4260;522;107;3,00;25;
4261;522;84;3,00;25;"Seca"
4262;522;224;3,00;25;"Seco"
4263;522;166;3,00;20;
4264;522;2;1,00;1;"En granos"
4265;522;180;3,00;7;"Molido"
4266;522;94;3,00;12;"Seco"
4267;522;1;1,00;11;
4268;522;107;1,00;2;"Picado"
4269;523;27;1,00;4;
4270;523;4;2,00;2;
4271;523;166;2,00;20;
